toplevel_path,superfolder_path,domain,model,history,variance,nomenclature,scale,shuffle_number,jsonl_file
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,high_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_high_scale/shuffles/shuffle_6/run_20260313_204303.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,high_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_high_scale/shuffles/shuffle_7/run_20260313_204437.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,high_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_high_scale/shuffles/shuffle_8/run_20260313_204608.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,high_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_high_scale/shuffles/shuffle_9/run_20260313_204738.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_0/run_20260313_204933.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_1/run_20260313_205104.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_2/run_20260313_205227.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_3/run_20260313_205353.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_4/run_20260313_205515.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_5/run_20260313_205648.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_6/run_20260313_205817.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_7/run_20260313_205951.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_8/run_20260313_210118.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_neg_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_neg_scale/shuffles/shuffle_9/run_20260313_210243.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_0/run_20260313_210449.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_1/run_20260313_210626.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_2/run_20260313_210747.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_3/run_20260313_210914.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_4/run_20260313_211038.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_5/run_20260313_211204.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_6/run_20260313_211326.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_7/run_20260313_211451.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_8/run_20260313_211617.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_helpful,low_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_helpful_low_scale/shuffles/shuffle_9/run_20260313_211743.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_0/run_20260313_212007.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_1/run_20260313_212129.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_2/run_20260313_212259.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_3/run_20260313_212427.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_4/run_20260313_212555.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_5/run_20260313_212722.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_6/run_20260313_212848.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_7/run_20260314_102919.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_8/run_20260314_103029.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_neg_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_neg_scale/shuffles/shuffle_9/run_20260314_103140.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_0/run_20260314_102919.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_1/run_20260314_103025.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_2/run_20260314_103135.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_3/run_20260314_103247.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_4/run_20260314_103401.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_5/run_20260314_103512.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_6/run_20260314_103622.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_7/run_20260314_103729.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_8/run_20260314_103843.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,high_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_high_scale/shuffles/shuffle_9/run_20260314_103956.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_0/run_20260314_102900.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_1/run_20260314_103016.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_2/run_20260314_103124.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_3/run_20260314_103241.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_4/run_20260314_103357.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_5/run_20260314_103512.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_6/run_20260314_103633.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_7/run_20260314_103745.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_8/run_20260314_103903.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_neg_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_neg_scale/shuffles/shuffle_9/run_20260314_104016.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_0/run_20260314_102859.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_1/run_20260314_103013.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_2/run_20260314_103122.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_3/run_20260314_103227.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_4/run_20260314_103344.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_5/run_20260316_115921.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_6/run_20260316_120031.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_7/run_20260316_120136.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_8/run_20260316_120244.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B,Farm,Llama3-8B,Summarized,No,sent_new_mislead,low_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B/sent_new_mislead_low_scale/shuffles/shuffle_9/run_20260316_120351.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_0/run_20260306_203016.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_1/run_20260306_203155.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_2/run_20260306_203321.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_3/run_20260306_203454.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_4/run_20260306_203629.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,5,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_5/run_20260306_203803.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,6,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_6/run_20260306_203932.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,7,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_7/run_20260306_204105.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,8,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_8/run_20260306_204242.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_neg_scale,9,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_neg_scale/shuffles/shuffle_9/run_20260306_204420.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_scale,0,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_scale/shuffles/shuffle_0/run_20260306_203115.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_scale,1,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_scale/shuffles/shuffle_1/run_20260306_203245.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_scale,2,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_scale/shuffles/shuffle_2/run_20260306_203416.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_scale,3,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_scale/shuffles/shuffle_3/run_20260306_203545.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist,Farm,Llama3-8B,Full,No,alphanumeric,high_scale,4,experiments/20260118_farm_novar/model_name_Llama3-8B_prompt_fullhist/alphanumeric_high_scale/shuffles/shuffle_4/run_20260306_203718.jsonl
